list_cbsd_cata_azi_1,list_cbsd_cata_azi_2,list_cbsd_cata_azi_3,list_cbsd_cata_azi_4,list_cbsd_cata_azi_5,list_cbsd_cata_azi_6,list_cbsd_cata_azi_7,list_cbsd_cata_azi_8,list_cbsd_cata_azi_9
39.2629233296449,-75.5883670453489,3,1,26,NaN,NaN,NaN,12763
39.2778473075333,-75.6218909458735,3,1,26,NaN,NaN,NaN,12763
39.2771184214707,-75.6297473154516,3,1,26,NaN,NaN,NaN,12763
39.2640621849598,-75.6149875007854,3,1,26,NaN,NaN,NaN,12763
39.2888069922913,-75.6121837954772,3,1,26,NaN,NaN,NaN,12763
39.2628950847592,-75.6287922708727,3,1,26,NaN,NaN,NaN,12763
39.2885171425595,-75.6075480883282,3,1,26,NaN,NaN,NaN,12763
39.2449131605779,-75.6094240407712,3,1,26,NaN,NaN,NaN,12763
39.2366141350881,-75.6367175972329,6,1,26,NaN,NaN,NaN,12763
39.3001616067987,-75.6391741093567,3,1,26,NaN,NaN,NaN,12763
39.2818587438941,-75.6543825303944,6,1,26,NaN,NaN,NaN,12763
39.2431422729723,-75.5886405345885,3,1,26,NaN,NaN,NaN,12763
39.268954197986,-75.6398607939026,3,1,26,NaN,NaN,NaN,12763
39.2989885589591,-75.6062894175262,3,1,26,NaN,NaN,NaN,12763
39.2287655387973,-75.6119323730172,3,1,26,NaN,NaN,NaN,12763
39.2289887968271,-75.606890244087,3,1,26,NaN,NaN,NaN,12763
39.271997526963,-75.6141018019709,3,1,26,NaN,NaN,NaN,12763
39.2403078263505,-75.6372648687381,3,1,26,NaN,NaN,NaN,12763
39.2837252717257,-75.6207684489332,3,1,26,NaN,NaN,NaN,12763
39.2679036491988,-75.6047656304636,6,1,26,NaN,NaN,NaN,12763
39.2757759036449,-75.6157763885408,3,1,26,NaN,NaN,NaN,12763
39.2309384562338,-75.6098265125164,3,1,26,NaN,NaN,NaN,12763
39.2290489290304,-75.6113928388807,3,1,26,NaN,NaN,NaN,12763
39.2724782217849,-75.6406758350851,3,1,26,NaN,NaN,NaN,12763
39.2551824202691,-75.6399834778111,3,1,26,NaN,NaN,NaN,12763
37.6608626520791,-77.5779820680621,3,1,26,NaN,NaN,NaN,11764
37.6698131253675,-77.6199673160046,3,1,26,NaN,NaN,NaN,11764
37.6844555610123,-77.6128637216133,3,1,26,NaN,NaN,NaN,11764
37.684195904752,-77.626530930937,3,1,26,NaN,NaN,NaN,11764
37.6683037223344,-77.5550425892803,3,1,26,NaN,NaN,NaN,11764
37.6710140345932,-77.6079157816213,6,1,26,NaN,NaN,NaN,11764
37.6849842225452,-77.6230199328769,3,1,26,NaN,NaN,NaN,11764
37.6839166731606,-77.588606234034,3,1,26,NaN,NaN,NaN,11764
37.6672341266458,-77.5963231381051,3,1,26,NaN,NaN,NaN,11764
37.6630253756652,-77.5829198977383,3,1,26,NaN,NaN,NaN,11764
37.6658913051985,-77.6181993464213,3,1,26,NaN,NaN,NaN,11764
37.6583417198169,-77.5644192294058,3,1,26,NaN,NaN,NaN,11764
37.6914585896398,-77.5751957678744,3,1,26,NaN,NaN,NaN,11764
37.6998325179336,-77.6130856664508,3,1,26,NaN,NaN,NaN,11764
37.6826156068565,-77.5674858700731,3,1,26,NaN,NaN,NaN,11764
37.6982643245674,-77.6299110320309,3,1,26,NaN,NaN,NaN,11764
37.6906086720025,-77.5528243326705,3,1,26,NaN,NaN,NaN,11764
37.6691977089326,-77.6389432947736,3,1,26,NaN,NaN,NaN,11764
37.679403016831,-77.544221072338,3,1,26,NaN,NaN,NaN,11764
37.6936401140483,-77.5408406310682,6,1,26,NaN,NaN,NaN,11764
37.6961852206129,-77.5760184951259,3,1,26,NaN,NaN,NaN,11764
37.6811592924169,-77.5446767718705,3,1,26,NaN,NaN,NaN,11764
37.6978671933025,-77.5909297068003,3,1,26,NaN,NaN,NaN,11764
37.6646328024932,-77.6034212168247,3,1,26,NaN,NaN,NaN,11764
37.6796443912269,-77.636310921647,3,1,26,NaN,NaN,NaN,11764
37.6682969313433,-77.5691916601777,3,1,26,NaN,NaN,NaN,11764
37.6984554433256,-77.5821738776195,3,1,26,NaN,NaN,NaN,11764
37.6675864052312,-77.5436543760116,3,1,26,NaN,NaN,NaN,11764
37.6768817291519,-77.5701981032286,3,1,26,NaN,NaN,NaN,11764
37.6806463161791,-77.5579792266332,3,1,26,NaN,NaN,NaN,11764
37.6585263584524,-77.6211897663141,3,1,26,NaN,NaN,NaN,11764
37.6758272766613,-77.541328718411,3,1,26,NaN,NaN,NaN,11764
37.9004344388183,-77.5388100050637,3,1,26,NaN,NaN,NaN,11752
37.933152952603,-77.4148266167299,3,1,26,NaN,NaN,NaN,11752
37.9314434646645,-77.4281062998307,6,1,26,NaN,NaN,NaN,11752
38.0480951671175,-77.4638595502693,3,1,26,NaN,NaN,NaN,11752
37.8874960841299,-77.625017537105,3,1,26,NaN,NaN,NaN,11752
37.9525099615235,-77.4223535865266,3,1,26,NaN,NaN,NaN,11752
38.0364343900849,-77.4292278130915,3,1,26,NaN,NaN,NaN,11752
37.9340208338687,-77.5637099766711,3,1,26,NaN,NaN,NaN,11752
37.9335978106319,-77.4199807751764,3,1,26,NaN,NaN,NaN,11752
38.0196834297034,-77.4659626876456,3,1,26,NaN,NaN,NaN,11752
38.0221374035326,-77.4961470057558,6,1,26,NaN,NaN,NaN,11752
38.0180600556347,-77.5184509914636,3,1,26,NaN,NaN,NaN,11752
37.9739890662996,-77.5086696678222,3,1,26,NaN,NaN,NaN,11752
38.0590266220589,-77.514983283513,3,1,26,NaN,NaN,NaN,11752
37.9417729678655,-77.5338802836248,3,1,26,NaN,NaN,NaN,11752
37.9426062744211,-77.396951348871,6,1,26,NaN,NaN,NaN,11752
37.9777589403568,-77.5060225031532,3,1,26,NaN,NaN,NaN,11752
37.9393762991804,-77.4256529389698,3,1,26,NaN,NaN,NaN,11752
38.0410677915475,-77.6286644506181,3,1,26,NaN,NaN,NaN,11752
38.0413276358849,-77.6228004384637,3,1,26,NaN,NaN,NaN,11752
38.0264253440297,-77.5709679911721,6,1,26,NaN,NaN,NaN,11752
37.996347411695,-77.5549222199698,3,1,26,NaN,NaN,NaN,11752
38.0012050507719,-77.4846634853024,3,1,26,NaN,NaN,NaN,11752
38.0241986889353,-77.4613451738161,6,1,26,NaN,NaN,NaN,11752
37.9046892364537,-77.4735237622641,3,1,26,NaN,NaN,NaN,11752
38.0506060135499,-77.4847029490971,3,1,26,NaN,NaN,NaN,11752
37.9177512551816,-77.5711016161283,3,1,26,NaN,NaN,NaN,11752
37.9551219930967,-77.4690927288883,3,1,26,NaN,NaN,NaN,11752
38.0350928176242,-77.4839091991006,3,1,26,NaN,NaN,NaN,11752
37.9475389323154,-77.5783017517418,3,1,26,NaN,NaN,NaN,11752
38.0035549275757,-77.4184498639074,3,1,26,NaN,NaN,NaN,11752
38.0577849732436,-77.4312894124406,3,1,26,NaN,NaN,NaN,11752
39.4674271857887,-75.66786949718,3,1,26,NaN,NaN,NaN,11407
39.4627514538452,-75.6957815026749,3,1,26,NaN,NaN,NaN,11407
39.4550641846716,-75.635771810383,3,1,26,NaN,NaN,NaN,11407
39.4619581456341,-75.6428488998356,6,1,26,NaN,NaN,NaN,11407
39.4646239274343,-75.6739677805294,3,1,26,NaN,NaN,NaN,11407
39.4499258800622,-75.7185399015869,3,1,26,NaN,NaN,NaN,11407
39.4642540960603,-75.6617116945742,3,1,26,NaN,NaN,NaN,11407
39.4635403709567,-75.6657122092034,3,1,26,NaN,NaN,NaN,11407
39.4585614818279,-75.6571449690029,3,1,26,NaN,NaN,NaN,11407
39.4509038080231,-75.6558329762391,3,1,26,NaN,NaN,NaN,11407
39.461608561462,-75.6601540885328,3,1,26,NaN,NaN,NaN,11407
39.4364557881776,-75.6503914352453,3,1,26,NaN,NaN,NaN,11407
39.4644198302008,-75.6707789668533,3,1,26,NaN,NaN,NaN,11407
39.4688228627568,-75.6629091424339,3,1,26,NaN,NaN,NaN,11407
39.4450141260276,-75.6388729999434,3,1,26,NaN,NaN,NaN,11407
39.4407187573891,-75.7049540728785,3,1,26,NaN,NaN,NaN,11407
39.4443245497297,-75.6351533972458,3,1,26,NaN,NaN,NaN,11407
39.4472888708648,-75.6828530744559,3,1,26,NaN,NaN,NaN,11407
39.4683377719508,-75.7139274814217,3,1,26,NaN,NaN,NaN,11407
39.4560235492668,-75.7136524612583,3,1,26,NaN,NaN,NaN,11407
39.4467314232002,-75.6530577944226,3,1,26,NaN,NaN,NaN,11407
39.4413560054753,-75.646730695762,3,1,26,NaN,NaN,NaN,11407
39.4468558043317,-75.6927268443505,3,1,26,NaN,NaN,NaN,11407
39.4585853911946,-75.6461351794568,3,1,26,NaN,NaN,NaN,11407
39.4480875113538,-75.6386367482779,3,1,26,NaN,NaN,NaN,11407
39.4529145314632,-75.7042509402776,3,1,26,NaN,NaN,NaN,11407
39.4524346951385,-75.6654613414297,3,1,26,NaN,NaN,NaN,11407
39.4663488285254,-75.7082022884178,6,1,26,NaN,NaN,NaN,11407
39.4517908726724,-75.6734571421084,3,1,26,NaN,NaN,NaN,11407
39.4488687053877,-75.6445215895188,3,1,26,NaN,NaN,NaN,11407
39.460799246157,-75.7109744056656,3,1,26,NaN,NaN,NaN,11407
39.4176456942575,-75.7677505316666,3,1,26,NaN,NaN,NaN,11362
39.5202977041713,-75.7258019197494,3,1,26,NaN,NaN,NaN,11362
39.4355783242164,-75.7380813863405,3,1,26,NaN,NaN,NaN,11362
39.46230380267,-75.758780898024,3,1,26,NaN,NaN,NaN,11362
39.4497852779628,-75.7516367425759,3,1,26,NaN,NaN,NaN,11362
39.4208028152787,-75.7340779915019,3,1,26,NaN,NaN,NaN,11362
39.5294359438989,-75.7123052704215,3,1,26,NaN,NaN,NaN,11362
39.4590175532011,-75.7599049715159,3,1,26,NaN,NaN,NaN,11362
39.4801694489141,-75.7622104848196,3,1,26,NaN,NaN,NaN,11362
39.4753498062644,-75.7189720401382,3,1,26,NaN,NaN,NaN,11362
39.4276614947733,-75.7636981400865,3,1,26,NaN,NaN,NaN,11362
39.4374497351668,-75.7461710291254,6,1,26,NaN,NaN,NaN,11362
39.4202870279676,-75.7214187994727,3,1,26,NaN,NaN,NaN,11362
39.4771686998112,-75.7326675256088,3,1,26,NaN,NaN,NaN,11362
39.4447086765531,-75.7780622006741,3,1,26,NaN,NaN,NaN,11362
39.4572925810935,-75.7500820833781,3,1,26,NaN,NaN,NaN,11362
39.4244868231865,-75.7773060019817,3,1,26,NaN,NaN,NaN,11362
39.5140105299779,-75.7534005453055,6,1,26,NaN,NaN,NaN,11362
39.4242916389347,-75.7662128189589,3,1,26,NaN,NaN,NaN,11362
39.5401181089419,-75.7360476336284,3,1,26,NaN,NaN,NaN,11362
39.4335903377371,-75.7705176056113,3,1,26,NaN,NaN,NaN,11362
39.4856645183735,-75.7627885839169,3,1,26,NaN,NaN,NaN,11362
39.4161574625228,-75.7381795014406,3,1,26,NaN,NaN,NaN,11362
39.5139531453947,-75.7593583368829,3,1,26,NaN,NaN,NaN,11362
39.435229962837,-75.7172639041342,3,1,26,NaN,NaN,NaN,11362
39.4798014049632,-75.7634509195378,3,1,26,NaN,NaN,NaN,11362
39.5077556964663,-75.7603949364982,3,1,26,NaN,NaN,NaN,11362
39.4300027730008,-75.7513083205587,3,1,26,NaN,NaN,NaN,11362
39.4828558373735,-75.7744645658123,6,1,26,NaN,NaN,NaN,11362
39.4387887504317,-75.7282554866306,3,1,26,NaN,NaN,NaN,11362
39.5102745978896,-75.7364587875082,3,1,26,NaN,NaN,NaN,11362
39.3817232064978,-76.5110014877874,3,2,26,NaN,NaN,NaN,11137
39.3805398535466,-76.5127316621267,7,2,26,NaN,NaN,NaN,11137
39.3847308167435,-76.5109027127583,3,2,26,NaN,NaN,NaN,11137
39.3907172299478,-76.5185712699871,3,2,26,NaN,NaN,NaN,11137
39.3944316617618,-76.5281185412403,3,2,26,NaN,NaN,NaN,11137
39.3949474071704,-76.5224715977229,12,2,26,NaN,NaN,NaN,11137
39.3918575857668,-76.5254926043327,8,2,26,NaN,NaN,NaN,11137
39.5599619662632,-75.7742847974456,3,1,26,NaN,NaN,NaN,10215
39.5909435742914,-75.7820727996467,3,1,26,NaN,NaN,NaN,10215
39.5742114873295,-75.7587753118277,3,1,26,NaN,NaN,NaN,10215
39.5935358646051,-75.7496755797083,6,1,26,NaN,NaN,NaN,10215
39.5697217565313,-75.7849537480933,3,1,26,NaN,NaN,NaN,10215
39.5773247641758,-75.7548339556532,6,1,26,NaN,NaN,NaN,10215
39.5914473812566,-75.7531351958488,3,1,26,NaN,NaN,NaN,10215
39.5422732945801,-75.7674039949352,6,1,26,NaN,NaN,NaN,10215
39.5735352843879,-75.7768445784421,6,1,26,NaN,NaN,NaN,10215
39.5612942580379,-75.7466401684645,3,1,26,NaN,NaN,NaN,10215
39.5783522623356,-75.7664391454991,3,1,26,NaN,NaN,NaN,10215
39.6037252900567,-75.7774778604403,3,1,26,NaN,NaN,NaN,10215
39.5632153022882,-75.7623805908288,6,1,26,NaN,NaN,NaN,10215
39.5632260423277,-75.7637597262186,3,1,26,NaN,NaN,NaN,10215
39.5916888428162,-75.7505594690494,6,1,26,NaN,NaN,NaN,10215
39.5812704864145,-75.7756453083382,3,1,26,NaN,NaN,NaN,10215
39.5632912478622,-75.7709942370543,3,1,26,NaN,NaN,NaN,10215
39.5844109575771,-75.7838259034061,3,1,26,NaN,NaN,NaN,10215
39.5640154151681,-75.7747150948288,3,1,26,NaN,NaN,NaN,10215
39.5448412990153,-75.7757515799308,3,1,26,NaN,NaN,NaN,10215
39.5673537919552,-75.7422303837916,3,1,26,NaN,NaN,NaN,10215
39.5590350680323,-75.7669934600503,3,1,26,NaN,NaN,NaN,10215
39.5507001261691,-75.7398940791106,6,1,26,NaN,NaN,NaN,10215
39.6013613314271,-75.7534003272618,6,1,26,NaN,NaN,NaN,10215
39.5844599399891,-75.757765272325,6,1,26,NaN,NaN,NaN,10215
39.5779596052464,-75.7374723103215,3,1,26,NaN,NaN,NaN,10215
39.5885410085672,-75.7435297086275,3,1,26,NaN,NaN,NaN,10215
39.5738905787463,-75.7742532848938,3,1,26,NaN,NaN,NaN,10215
39.7800505916249,-75.276488175087,3,1,26,NaN,NaN,NaN,10200
39.7737338776935,-75.3472647683256,3,1,26,NaN,NaN,NaN,10200
39.7035371278045,-75.3014067048658,3,1,26,NaN,NaN,NaN,10200
39.7617418992068,-75.3766230421873,3,1,26,NaN,NaN,NaN,10200
39.7598403671399,-75.3300877475518,3,1,26,NaN,NaN,NaN,10200
39.7675667687035,-75.2761309895789,3,1,26,NaN,NaN,NaN,10200
39.7720973054241,-75.3633757777798,3,1,26,NaN,NaN,NaN,10200
39.7867459107666,-75.2906770916918,3,1,26,NaN,NaN,NaN,10200
39.6962172325377,-75.3084061536778,3,1,26,NaN,NaN,NaN,10200
39.742031003806,-75.3546137461821,3,1,26,NaN,NaN,NaN,10200
39.7411055631884,-75.3216684831677,3,1,26,NaN,NaN,NaN,10200
39.7618815496742,-75.2709224885517,3,1,26,NaN,NaN,NaN,10200
39.7923407933652,-75.325018763544,3,1,26,NaN,NaN,NaN,10200
39.7832887198736,-75.3250539660544,3,1,26,NaN,NaN,NaN,10200
39.7201578154177,-75.3648774711937,3,1,26,NaN,NaN,NaN,10200
39.7241731265451,-75.296170988816,3,1,26,NaN,NaN,NaN,10200
39.7742171951378,-75.3127973866035,3,1,26,NaN,NaN,NaN,10200
39.7268445865738,-75.3404973640768,3,1,26,NaN,NaN,NaN,10200
39.7231008380321,-75.3628645810782,6,1,26,NaN,NaN,NaN,10200
39.7354284604769,-75.2696230503474,3,1,26,NaN,NaN,NaN,10200
39.7181157748598,-75.3204280948902,3,1,26,NaN,NaN,NaN,10200
39.7668652345231,-75.2866413789345,3,1,26,NaN,NaN,NaN,10200
39.7362520351627,-75.2863412865339,6,1,26,NaN,NaN,NaN,10200
39.7064216110518,-75.2794603642595,3,1,26,NaN,NaN,NaN,10200
39.7918095204349,-75.3439882197251,6,1,26,NaN,NaN,NaN,10200
39.7244048233461,-75.3249491635175,3,1,26,NaN,NaN,NaN,10200
39.7206611311337,-75.3592510174453,6,1,26,NaN,NaN,NaN,10200
39.7127649930164,-75.2742310720282,6,1,26,NaN,NaN,NaN,10200
39.1043898017115,-76.7240971115173,3,2,26,NaN,NaN,NaN,10161
39.1073754541048,-76.7209995335571,10,2,26,NaN,NaN,NaN,10161
39.1118432755195,-76.7077172584988,3,2,26,NaN,NaN,NaN,10161
39.1178909414475,-76.713287412217,7,2,26,NaN,NaN,NaN,10161
39.0941345239047,-76.7139446202238,3,2,26,NaN,NaN,NaN,10161
39.1002411218124,-76.7166275568224,10,2,26,NaN,NaN,NaN,10161
39.1072100653559,-76.7064637457595,3,2,26,NaN,NaN,NaN,10161
36.7740457505174,-76.4471609224987,3,1,26,NaN,NaN,NaN,10150
36.8018490771138,-76.4225258513685,6,1,26,NaN,NaN,NaN,10150
36.7724702930272,-76.3937191701589,6,1,26,NaN,NaN,NaN,10150
36.7837250943163,-76.4080628545499,3,1,26,NaN,NaN,NaN,10150
36.7852803519538,-76.3991696408647,3,1,26,NaN,NaN,NaN,10150
36.7802524773427,-76.3977835732126,3,1,26,NaN,NaN,NaN,10150
36.7841175009993,-76.4352739271596,3,1,26,NaN,NaN,NaN,10150
36.779431781907,-76.4532717264285,3,1,26,NaN,NaN,NaN,10150
36.7861697907125,-76.4139044789551,3,1,26,NaN,NaN,NaN,10150
36.7699523537149,-76.4044826546924,3,1,26,NaN,NaN,NaN,10150
36.812406607396,-76.4447627299877,3,1,26,NaN,NaN,NaN,10150
36.7712789348469,-76.4047477992245,6,1,26,NaN,NaN,NaN,10150
36.7889470761407,-76.4461282705903,3,1,26,NaN,NaN,NaN,10150
36.7811715942478,-76.4021797967422,6,1,26,NaN,NaN,NaN,10150
36.7868112487204,-76.4361495889704,3,1,26,NaN,NaN,NaN,10150
36.8066501312595,-76.4230176734998,3,1,26,NaN,NaN,NaN,10150
36.8040509047591,-76.4328508933395,3,1,26,NaN,NaN,NaN,10150
36.7737568685702,-76.4579896025526,6,1,26,NaN,NaN,NaN,10150
36.7940853183457,-76.419225187279,3,1,26,NaN,NaN,NaN,10150
36.782775592558,-76.4130125552971,3,1,26,NaN,NaN,NaN,10150
36.7781303657248,-76.3910634319641,3,1,26,NaN,NaN,NaN,10150
36.8048861843302,-76.4601967607479,6,1,26,NaN,NaN,NaN,10150
36.7769125606902,-76.4013859187538,3,1,26,NaN,NaN,NaN,10150
36.8036984478327,-76.4008653586751,6,1,26,NaN,NaN,NaN,10150
36.7741501156184,-76.4054810076949,3,1,26,NaN,NaN,NaN,10150
36.8006064635404,-76.413920329833,3,1,26,NaN,NaN,NaN,10150
36.8021258262094,-76.4038006017482,3,1,26,NaN,NaN,NaN,10150
36.7869912898836,-76.4270693635373,3,1,26,NaN,NaN,NaN,10150
37.4662628655499,-77.3598555647061,6,1,26,NaN,NaN,NaN,9872
37.509336470583,-77.3920488073162,3,1,26,NaN,NaN,NaN,9872
37.495435835464,-77.3921556612178,3,1,26,NaN,NaN,NaN,9872
37.4960488981216,-77.4002533352652,3,1,26,NaN,NaN,NaN,9872
37.4804652270297,-77.3500930212072,3,1,26,NaN,NaN,NaN,9872
37.4955759399039,-77.3619508660542,6,1,26,NaN,NaN,NaN,9872
37.5017881450992,-77.3820027766587,3,1,26,NaN,NaN,NaN,9872
37.4881668796036,-77.3709774851917,3,1,26,NaN,NaN,NaN,9872
37.5147751956922,-77.4093713774584,3,1,26,NaN,NaN,NaN,9872
37.5069700283055,-77.388671796614,6,1,26,NaN,NaN,NaN,9872
37.5152858509086,-77.3600321371453,6,1,26,NaN,NaN,NaN,9872
37.4895449642795,-77.3934400223972,3,1,26,NaN,NaN,NaN,9872
37.5154586683575,-77.3777835270345,3,1,26,NaN,NaN,NaN,9872
37.4779367964787,-77.3964277334092,3,1,26,NaN,NaN,NaN,9872
37.5139337406549,-77.3617542675479,6,1,26,NaN,NaN,NaN,9872
37.5072862332626,-77.354634406894,3,1,26,NaN,NaN,NaN,9872
37.4967528082899,-77.4054834105845,6,1,26,NaN,NaN,NaN,9872
37.4844026481796,-77.3958858959275,6,1,26,NaN,NaN,NaN,9872
37.5134884194595,-77.3904852997137,3,1,26,NaN,NaN,NaN,9872
37.473158793157,-77.4145447209685,3,1,26,NaN,NaN,NaN,9872
37.4958533445637,-77.4001181514683,3,1,26,NaN,NaN,NaN,9872
37.4683887679303,-77.368383463953,3,1,26,NaN,NaN,NaN,9872
37.4685477547334,-77.3596421327501,3,1,26,NaN,NaN,NaN,9872
37.5059404596246,-77.4108063270445,3,1,26,NaN,NaN,NaN,9872
37.5057248667842,-77.398646910076,3,1,26,NaN,NaN,NaN,9872
37.5124700357982,-77.3663440078718,3,1,26,NaN,NaN,NaN,9872
37.4742951261984,-77.3565001146613,6,1,26,NaN,NaN,NaN,9872
39.0999730901631,-75.4983259591891,3,1,26,NaN,NaN,NaN,9766
39.1090345274707,-75.4824221266614,3,1,26,NaN,NaN,NaN,9766
39.0596737914486,-75.4853711632254,3,1,26,NaN,NaN,NaN,9766
39.0554699269703,-75.5034294312168,3,1,26,NaN,NaN,NaN,9766
39.0712589750291,-75.5387860238236,3,1,26,NaN,NaN,NaN,9766
39.0660650988616,-75.4660239547535,3,1,26,NaN,NaN,NaN,9766
39.1025084591443,-75.5036625884859,3,1,26,NaN,NaN,NaN,9766
39.087637593148,-75.4794140101033,3,1,26,NaN,NaN,NaN,9766
39.098423489036,-75.464200150173,3,1,26,NaN,NaN,NaN,9766
39.0739515472813,-75.5302070928814,3,1,26,NaN,NaN,NaN,9766
39.0497824052908,-75.5198750783933,3,1,26,NaN,NaN,NaN,9766
39.0509307181473,-75.4816500906636,3,1,26,NaN,NaN,NaN,9766
